"Uganda","Zambia","output_type","file_name","parm","quartile"
"111 (104 to 118)","128 (121 to 136)","cost per child, TBS1","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"87 (76 to 98)","100 (87 to 114)","cost per child, TBS2","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"75 (64 to 85)","86 (73 to 98)","incremental cost, WHO v SOC","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"80 (70 to 89)","92 (81 to 103)","incremental cost, TBS1 v SOC","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"56 (43 to 68)","64 (50 to 78)","incremental cost, TBS2 v SOC","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"4 (-3 to 14)","7 (-3 to 17)","incremental cost, TBS1 v WHO","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"-19 (-30 to -7)","-21 (-34 to -8)","incremental cost, TBS2 v WHO","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"-24 (-34 to -15)","-28 (-40 to -17)","incremental cost, TBS2 v TBS1","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"16.82","19.23","ICER (no discounting), WHO v SOC","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"17.58","20.41","ICER (no discounting), TBS1 v SOC","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"13.76","15.85","ICER (no discounting), TBS2 v SOC","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"72.56","101.45","ICER (no discounting), TBS1 v WHO","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"48.14","54.16","ICER (no discounting), TBS2 v WHO","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"51.41","60.84","ICER (no discounting), TBS2 v TBS1","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"41.23","47.04","ICER, WHO v SOC","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"43.09","49.91","ICER, TBS1 v SOC","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"33.72","38.77","ICER, TBS2 v SOC","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"177.88","248.14","ICER, TBS1 v WHO","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"118.02","132.49","ICER, TBS2 v WHO","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"126.04","148.81","ICER, TBS2 v TBS1","tICERtable_s.soc.scrcov_LQ.csv","s.soc.scrcov","LQ"
"16 (8 to 23)","16 (8 to 23)","100x ATT per child, SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"62 (53 to 72)","62 (53 to 72)","100x ATT per child, WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"43 (34 to 53)","43 (34 to 53)","100x ATT per child, TBS1","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"35 (26 to 45)","35 (26 to 45)","100x ATT per child, TBS2","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"13 (6 to 21)","13 (6 to 21)","% FP, SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"55 (45 to 65)","55 (45 to 65)","% FP, WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"31 (22 to 42)","31 (22 to 42)","% FP, TBS1","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"23 (14 to 33)","23 (14 to 33)","% FP, TBS2","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"73 (53 to 92)","73 (53 to 92)","% FN, SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"7 (0 to 22)","7 (0 to 22)","% FN, WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"6 (0 to 20)","6 (0 to 20)","% FN, TBS1","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"13 (0 to 29)","13 (0 to 29)","% FN, TBS2","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"47 (36 to 58)","47 (36 to 58)","100x incremental ATT, WHO v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"28 (16 to 39)","28 (16 to 39)","100x incremental ATT, TBS1 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"20 (8 to 31)","20 (8 to 31)","100x incremental ATT, TBS2 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"-19 (-30 to -9)","-19 (-30 to -9)","100x incremental ATT, TBS1 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"-27 (-37 to -17)","-27 (-37 to -17)","100x incremental ATT, TBS2 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"-8 (-14 to -4)","-8 (-14 to -4)","100x incremental ATT, TBS2 v TBS1","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"19 (16 to 23)","19 (15 to 23)","100x deaths per child, SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, TBS1","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"13 (12 to 15)","13 (12 to 15)","100x deaths per child, TBS2","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"-6 (-11 to -3)","-6 (-11 to -3)","100x incremental deaths, WHO v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"-7 (-11 to -3)","-7 (-10 to -3)","100x incremental deaths, TBS1 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"-6 (-10 to -3)","-6 (-10 to -2)","100x incremental deaths, TBS2 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"0 (-1 to 1)","0 (-1 to 1)","100x incremental deaths, TBS1 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"1 (-1 to 3)","1 (-1 to 2)","100x incremental deaths, TBS2 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"1 (0 to 2)","1 (0 to 2)","100x incremental deaths, TBS2 v TBS1","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"432 (211 to 706)","430 (198 to 701)","100x undiscounted LYS, WHO v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"438 (211 to 706)","437 (203 to 694)","100x undiscounted LYS, TBS1 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"392 (168 to 642)","391 (159 to 637)","100x undiscounted LYS, TBS2 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"6 (-81 to 99)","6 (-77 to 99)","100x undiscounted LYS, TBS1 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"-40 (-170 to 64)","-39 (-159 to 67)","100x undiscounted LYS, TBS2 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"-46 (-136 to 0)","-46 (-136 to 0)","100x undiscounted LYS, TBS2 v TBS1","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"176 (86 to 288)","176 (81 to 287)","100x DALYs averted, WHO v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"179 (86 to 288)","179 (83 to 284)","100x DALYs averted, TBS1 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"160 (69 to 262)","160 (65 to 261)","100x DALYs averted, TBS2 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"3 (-33 to 40)","3 (-32 to 41)","100x DALYs averted, TBS1 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"-16 (-69 to 26)","-16 (-65 to 28)","100x DALYs averted, TBS2 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"-19 (-56 to 0)","-19 (-55 to 0)","100x DALYs averted, TBS2 v TBS1","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"34 (27 to 41)","39 (31 to 47)","cost per child, SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"106 (98 to 114)","122 (112 to 131)","cost per child, WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"111 (104 to 118)","128 (121 to 136)","cost per child, TBS1","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"87 (76 to 98)","100 (87 to 114)","cost per child, TBS2","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"72 (61 to 83)","82 (69 to 94)","incremental cost, WHO v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"77 (66 to 86)","89 (77 to 100)","incremental cost, TBS1 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"53 (40 to 65)","61 (46 to 75)","incremental cost, TBS2 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"4 (-3 to 14)","7 (-3 to 17)","incremental cost, TBS1 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"-19 (-30 to -7)","-21 (-34 to -8)","incremental cost, TBS2 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"-24 (-34 to -15)","-28 (-40 to -17)","incremental cost, TBS2 v TBS1","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"16.73","19.12","ICER (no discounting), WHO v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"17.52","20.34","ICER (no discounting), TBS1 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"13.55","15.6","ICER (no discounting), TBS2 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"72.56","101.45","ICER (no discounting), TBS1 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"48.14","54.16","ICER (no discounting), TBS2 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"51.41","60.84","ICER (no discounting), TBS2 v TBS1","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"41.02","46.77","ICER, WHO v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"42.95","49.75","ICER, TBS1 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"33.21","38.16","ICER, TBS2 v SOC","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"177.88","248.14","ICER, TBS1 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"118.02","132.49","ICER, TBS2 v WHO","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"126.04","148.81","ICER, TBS2 v TBS1","tICERtable_s.soc.scrcov_UQ.csv","s.soc.scrcov","UQ"
"15 (8 to 22)","15 (8 to 22)","100x ATT per child, SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"62 (53 to 72)","62 (53 to 72)","100x ATT per child, WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"43 (34 to 54)","43 (34 to 54)","100x ATT per child, TBS1","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"35 (26 to 44)","35 (26 to 44)","100x ATT per child, TBS2","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"12 (6 to 20)","12 (6 to 20)","% FP, SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"55 (45 to 65)","55 (45 to 65)","% FP, WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"31 (21 to 41)","31 (21 to 41)","% FP, TBS1","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"23 (14 to 32)","23 (14 to 32)","% FP, TBS2","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"76 (56 to 94)","76 (56 to 94)","% FN, SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"7 (0 to 21)","7 (0 to 21)","% FN, WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"6 (0 to 20)","6 (0 to 20)","% FN, TBS1","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"13 (0 to 30)","13 (0 to 30)","% FN, TBS2","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"48 (36 to 59)","48 (36 to 59)","100x incremental ATT, WHO v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"29 (17 to 40)","29 (17 to 40)","100x incremental ATT, TBS1 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"20 (9 to 32)","20 (9 to 32)","100x incremental ATT, TBS2 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"-19 (-29 to -9)","-19 (-29 to -9)","100x incremental ATT, TBS1 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"-27 (-37 to -17)","-27 (-37 to -17)","100x incremental ATT, TBS2 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"-8 (-14 to -3)","-8 (-14 to -3)","100x incremental ATT, TBS2 v TBS1","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"19 (16 to 23)","19 (16 to 23)","100x deaths per child, SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, TBS1","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"13 (12 to 15)","13 (12 to 15)","100x deaths per child, TBS2","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"-7 (-11 to -3)","-7 (-11 to -3)","100x incremental deaths, WHO v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"-7 (-11 to -3)","-7 (-11 to -3)","100x incremental deaths, TBS1 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"-6 (-10 to -3)","-6 (-10 to -3)","100x incremental deaths, TBS2 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"0 (-1 to 1)","0 (-1 to 1)","100x incremental deaths, TBS1 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"1 (-1 to 2)","1 (-1 to 2)","100x incremental deaths, TBS2 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"1 (0 to 2)","1 (0 to 2)","100x incremental deaths, TBS2 v TBS1","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"452 (217 to 731)","452 (213 to 726)","100x undiscounted LYS, WHO v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"457 (224 to 734)","458 (225 to 730)","100x undiscounted LYS, TBS1 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"412 (193 to 676)","411 (195 to 675)","100x undiscounted LYS, TBS2 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"5 (-81 to 94)","5 (-85 to 93)","100x undiscounted LYS, TBS1 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"-41 (-154 to 60)","-41 (-160 to 58)","100x undiscounted LYS, TBS2 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"-46 (-130 to 0)","-46 (-135 to 0)","100x undiscounted LYS, TBS2 v TBS1","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"184 (88 to 298)","185 (87 to 297)","100x DALYs averted, WHO v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"187 (91 to 299)","187 (92 to 298)","100x DALYs averted, TBS1 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"168 (79 to 276)","168 (80 to 276)","100x DALYs averted, TBS2 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"2 (-33 to 38)","2 (-35 to 38)","100x DALYs averted, TBS1 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"-17 (-63 to 24)","-17 (-66 to 24)","100x DALYs averted, TBS2 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"-19 (-53 to 0)","-19 (-55 to 0)","100x DALYs averted, TBS2 v TBS1","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"32 (26 to 39)","37 (30 to 45)","cost per child, SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"106 (98 to 114)","122 (112 to 131)","cost per child, WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"111 (104 to 118)","128 (120 to 137)","cost per child, TBS1","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"87 (75 to 98)","100 (87 to 113)","cost per child, TBS2","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"74 (63 to 84)","84 (72 to 96)","incremental cost, WHO v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"78 (69 to 88)","91 (80 to 102)","incremental cost, TBS1 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"55 (42 to 67)","63 (48 to 78)","incremental cost, TBS2 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"4 (-3 to 13)","6 (-3 to 17)","incremental cost, TBS1 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"-19 (-31 to -7)","-21 (-35 to -7)","incremental cost, TBS2 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"-24 (-34 to -14)","-28 (-40 to -17)","incremental cost, TBS2 v TBS1","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"16.38","18.65","ICER (no discounting), WHO v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"17.15","19.85","ICER (no discounting), TBS1 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"13.32","15.33","ICER (no discounting), TBS2 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"85.75","126.74","ICER (no discounting), TBS1 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"47.26","51.63","ICER (no discounting), TBS2 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"51.53","59.84","ICER (no discounting), TBS2 v TBS1","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"40.14","45.61","ICER, WHO v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"42.03","48.54","ICER, TBS1 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"32.66","37.49","ICER, TBS2 v SOC","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"210.21","310","ICER, TBS1 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"115.86","126.29","ICER, TBS2 v WHO","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"126.33","146.38","ICER, TBS2 v TBS1","tICERtable_s.soc.screen.se_LQ.csv","s.soc.screen.se","LQ"
"15 (9 to 23)","15 (9 to 23)","100x ATT per child, SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"62 (53 to 72)","62 (53 to 72)","100x ATT per child, WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"43 (34 to 54)","43 (34 to 54)","100x ATT per child, TBS1","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"35 (26 to 44)","35 (26 to 44)","100x ATT per child, TBS2","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"12 (6 to 20)","12 (6 to 20)","% FP, SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"55 (45 to 65)","55 (45 to 65)","% FP, WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"31 (21 to 41)","31 (21 to 41)","% FP, TBS1","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"23 (14 to 32)","23 (14 to 32)","% FP, TBS2","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"72 (52 to 93)","72 (52 to 93)","% FN, SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"7 (0 to 21)","7 (0 to 21)","% FN, WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"6 (0 to 20)","6 (0 to 20)","% FN, TBS1","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"13 (0 to 30)","13 (0 to 30)","% FN, TBS2","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"47 (36 to 58)","47 (36 to 58)","100x incremental ATT, WHO v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"28 (16 to 40)","28 (16 to 40)","100x incremental ATT, TBS1 v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"20 (8 to 31)","20 (8 to 31)","100x incremental ATT, TBS2 v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"-19 (-29 to -9)","-19 (-29 to -9)","100x incremental ATT, TBS1 v WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"-27 (-37 to -17)","-27 (-37 to -17)","100x incremental ATT, TBS2 v WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"-8 (-14 to -3)","-8 (-14 to -3)","100x incremental ATT, TBS2 v TBS1","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"19 (16 to 23)","19 (15 to 23)","100x deaths per child, SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, TBS1","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"13 (12 to 15)","13 (12 to 15)","100x deaths per child, TBS2","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"-6 (-11 to -3)","-6 (-11 to -3)","100x incremental deaths, WHO v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"-6 (-11 to -3)","-6 (-11 to -3)","100x incremental deaths, TBS1 v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"-6 (-10 to -2)","-6 (-10 to -3)","100x incremental deaths, TBS2 v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"0 (-1 to 1)","0 (-1 to 1)","100x incremental deaths, TBS1 v WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"1 (-1 to 2)","1 (-1 to 2)","100x incremental deaths, TBS2 v WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"1 (0 to 2)","1 (0 to 2)","100x incremental deaths, TBS2 v TBS1","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"427 (205 to 707)","427 (196 to 710)","100x undiscounted LYS, WHO v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"432 (204 to 704)","432 (204 to 711)","100x undiscounted LYS, TBS1 v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"386 (167 to 649)","386 (167 to 649)","100x undiscounted LYS, TBS2 v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"5 (-81 to 94)","5 (-85 to 93)","100x undiscounted LYS, TBS1 v WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"-41 (-154 to 60)","-41 (-160 to 58)","100x undiscounted LYS, TBS2 v WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"-46 (-130 to 0)","-46 (-135 to 0)","100x undiscounted LYS, TBS2 v TBS1","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"174 (83 to 288)","175 (80 to 290)","100x DALYs averted, WHO v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"176 (83 to 287)","177 (83 to 291)","100x DALYs averted, TBS1 v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"157 (68 to 265)","158 (68 to 265)","100x DALYs averted, TBS2 v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"2 (-33 to 38)","2 (-35 to 38)","100x DALYs averted, TBS1 v WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"-17 (-63 to 24)","-17 (-66 to 24)","100x DALYs averted, TBS2 v WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"-19 (-53 to 0)","-19 (-55 to 0)","100x DALYs averted, TBS2 v TBS1","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"33 (26 to 40)","38 (30 to 46)","cost per child, SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"106 (98 to 114)","122 (112 to 131)","cost per child, WHO","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"111 (104 to 118)","128 (120 to 137)","cost per child, TBS1","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"87 (75 to 98)","100 (87 to 113)","cost per child, TBS2","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"74 (63 to 84)","84 (71 to 96)","incremental cost, WHO v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"78 (68 to 87)","90 (79 to 101)","incremental cost, TBS1 v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
"54 (42 to 67)","63 (47 to 77)","incremental cost, TBS2 v SOC","tICERtable_s.soc.screen.se_UQ.csv","s.soc.screen.se","UQ"
